id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
1285432,167533,1325,0.0,0,40.0,,,,,
1285433,167533,1410,0.0,0,40.0,,,,,
1285636,167536,1186,0.0,0,68.0,,,,,
1285637,167536,1093,1785.0,0,44.0,,,,,
1285638,167536,1259,0.0,0,40.0,,,,,
1285639,167536,1260,0.0,0,40.0,,,,,
1285640,167536,1276,0.0,0,40.0,,,,,
1285641,167536,1279,0.0,0,40.0,,,,,
1285642,167536,1261,0.0,0,40.0,,,,,
1285643,167536,1272,0.0,0,40.0,,,,,
1285644,167536,1278,0.0,0,40.0,,,,,
1285645,167536,1280,0.0,0,40.0,,,,,
1285646,167536,1057,0.0,0,68.0,,,,,
1285647,167536,1058,0.0,0,68.0,,,,,
1285648,167536,2000,9.0,0,52.0,,,,,
1285649,167536,1109,0.49,0,51.0,,,,,
1285650,167536,1123,0.0,0,68.0,,,,,
1285651,167536,1107,0.0,0,68.0,,,,,
1285652,167536,1108,0.0,0,68.0,,,,,
1285653,167536,1120,0.0,0,68.0,,,,,
1285654,167536,1122,0.0,0,68.0,,,,,
1285655,167536,1185,2.3,0,10.0,,,,,
1285656,167536,1110,11.0,0,52.0,,,,,
1285657,167536,1112,0.3,0,52.0,,,,,
1285658,167536,1275,1.135,0,40.0,,,,,
1285659,167536,1263,0.162,0,40.0,,,,,
1285660,167536,1264,0.819,0,40.0,,,,,
1285661,167536,1101,0.111,2,46.0,,,,,
1285662,167536,1165,0.154,0,40.0,,,,,
1285663,167536,1166,0.142,0,40.0,,,,,
1285664,167536,1177,134.0,0,40.0,,,,,
1285665,167536,1178,0.99,0,40.0,,,,,
1285666,167536,1079,1.8,1,46.0,,,,,
1285667,167536,1089,5.42,1,46.0,,,,,
1285668,167536,1090,51.0,0,40.0,,,,,
1285669,167536,1091,407.0,0,40.0,,,,,
1285670,167536,1258,10.85,1,46.0,,,,,
1285671,167536,1003,33.2,1,46.0,,,,,
1285672,167536,1007,6.8,1,46.0,,,,,
1285673,167536,1087,20.0,1,46.0,,,,,
1285674,167536,1051,23.36,1,46.0,,,,,
1285675,167536,1167,1.732,0,40.0,,,,,
1285676,167536,1170,0.163,0,40.0,,,,,
1285677,167536,1175,0.179,0,40.0,,,,,
1285678,167536,1262,0.015,0,40.0,,,,,
1285679,167536,1265,5.72,0,40.0,,,,,
